Code,Level,Description,ISIC code
47751,5,Retail sale of spectacles and other optical goods,4773
47751,5,Retail sale of spectacles and other optical goods,4791
47751,5,Retail sale of spectacles and other optical goods,4799
47752,5,Retail sale of cameras and other photographic goods,4773
47752,5,Retail sale of cameras and other photographic goods,4791
47752,5,Retail sale of cameras and other photographic goods,4799
47759,5,Retail sale of optical and photographic goods n.e.c.,4773
47759,5,Retail sale of optical and photographic goods n.e.c.,4791
47759,5,Retail sale of optical and photographic goods n.e.c.,4799
47761,5,Retail sale of joss paper and other ceremonial products,4773
47761,5,Retail sale of joss paper and other ceremonial products,4791
47761,5,Retail sale of joss paper and other ceremonial products,4799
47762,5,Retail sale of liquefied petroleum gas (LPG),4773
47762,5,Retail sale of liquefied petroleum gas (LPG),4791
47762,5,Retail sale of liquefied petroleum gas (LPG),4799
47769,5,Retail sale of specific commodities n.e.c.,4773
47769,5,Retail sale of specific commodities n.e.c.,4791
47769,5,Retail sale of specific commodities n.e.c.,4799
47770,5,Retail sale of second-hand goods in stores,4774
47770,5,Retail sale of second-hand goods in stores,4791
47770,5,Retail sale of second-hand goods in stores,4799
47801,5,Stalls (including pushcarts) selling uncooked food,4781
47802,5,Stalls (including pushcarts) selling other commodities (other than uncooked food),4781
47802,5,Stalls (including pushcarts) selling other commodities (other than uncooked food),4782
47802,5,Stalls (including pushcarts) selling other commodities (other than uncooked food),4789
49101,5,Railroad services,4911
49101,5,Railroad services,4912
49102,5,Mass rapid transit systems (including light rail),4911
49211,5,Public bus services (scheduled services),4921
49212,5,Chartered bus services (including school buses),4922
49213,5,Inter-country bus services,4922
49214,5,Street-hail and ride-hail service providers,4921
49214,5,Street-hail and ride-hail service providers,4922
49215,5,Rental and leasing of cars with driver (excluding street-hail and ride-hail service providers),4922
49220,5,Aerial cableways (including cable car services),4922
49231,5,Freight transport by road,4923
49232,5,Moving services,4923
49233,5,Rental and leasing of freight land transport vehicle (e.g. lorries and trucks) with driver,4923
49300,5,Transport via pipelines,4930
50011,5,International cruise services,5011
50012,5,Other sight-seeing cruise services (e.g. harbour and river cruises),5011
50012,5,Other sight-seeing cruise services (e.g. harbour and river cruises),5021
50013,5,Passenger ferry services,5011
50013,5,Passenger ferry services,5021
50014,5,Chartering of ships and boats with crew (passenger),5011
50014,5,Chartering of ships and boats with crew (passenger),5021
50021,5,"Shipping companies, including chartering of ships and boats with crew (freight)",5012
50021,5,"Shipping companies, including chartering of ships and boats with crew (freight)",5022
50022,5,"Operators and charterers of barges, tugboats and bumboats (freight)",5012
50022,5,"Operators and charterers of barges, tugboats and bumboats (freight)",5022
50023,5,Branches of foreign shipping lines,5012
51001,5,Airlines (passenger),5110
51002,5,Airlines (freight),5120
51003,5,Branches of foreign airlines (passenger),5110
51004,5,Branches of foreign airlines (freight),5120
51005,5,Aircraft chartering with operator,5110
51005,5,Aircraft chartering with operator,5120
52101,5,General warehousing,5210
52102,5,Refrigerated warehousing and storage,5210
52103,5,Storage for dangerous goods,5210
52109,5,"Specialised storage n.e.c. (e.g. wine warehousing, document storage and warehousing)",5210
52211,5,Carpark management and operation services,5221
52212,5,Motor vehicle towing services,5221
52219,5,Supporting services to land transport n.e.c.,5221
52221,5,Representative offices of foreign shipping lines,5222
52222,5,Shipping agencies (freight),5222
52223,5,Port operators,5222
52224,5,Lighterage services,5222
52225,5,Salvaging of distressed vessels and cargos,5222
52226,5,Ship management services,5222
52227,5,Ship brokering services,5222
52229,5,Supporting services to water transport n.e.c.,5222
52231,5,Representative offices of foreign airlines,5223
52232,5,Airline agencies (freight),5223
52233,5,Airport operation services,5223
52234,5,Airport terminal services (e.g. ground service activities),5223
52239,5,Supporting services to air transport n.e.c.,5223
52241,5,Container depot services,5224
52242,5,Crane services for all industries except construction,5224
52243,5,Stevedoring services,5224
52251,5,Classification societies,7490
52252,5,Marine surveying services other than classification societies,7490
52291,5,Cargo surveying services,5224
52292,5,Freight transport arrangement,5229
53100,5,National post activities (e.g. postal services),5310
53200,5,Courier activities other than national post activities,5320
55101,5,Hotels,5510
55102,5,Chalets,5510
55103,5,Short term accommodation activities other than hotels and chalets,5510
55900,5,"Hostels and dormitories for students, workers and other individuals",5520
55900,5,"Hostels and dormitories for students, workers and other individuals",5590
56111,5,Restaurants,5610
56112,5,Cafes,5610
56112,5,Cafes,5630
56121,5,Fast food outlets,5610
56121,5,Fast food outlets,5630
56122,5,"Food courts, coffee shops and canteens (with mainly food and beverage income)",5610
56122,5,"Food courts, coffee shops and canteens (with mainly food and beverage income)",5629
56122,5,"Food courts, coffee shops and canteens (with mainly food and beverage income)",5630
56123,5,Food kiosks mainly for takeaway and delivery,5610
56123,5,Food kiosks mainly for takeaway and delivery,5630
56130,5,Pubs,5630
56140,5,Stalls selling cooked food and prepared drinks (including stalls at food courts and mobile food hawkers),5610
56140,5,Stalls selling cooked food and prepared drinks (including stalls at food courts and mobile food hawkers),5630
56200,5,Food caterers,5621
56200,5,Food caterers,5629
58110,5,"Publishing of books, brochures, musical books and other publications",5811
58110,5,"Publishing of books, brochures, musical books and other publications",5920
58120,5,Publishing of directories and mailing lists (including financial databases),5812
58131,5,Publishing of news,5813
58132,5,"Publishing of journals, periodicals and magazines",5813
58190,5,Other publishing activities (excluding online marketplaces),5819
58201,5,Publishing of games software/applications,5820
58202,5,Publishing of software/applications (non-games),5820
59111,5,Movie production,5911
59112,5,"Production of advertisements, corporate videos and event videos",5911
59113,5,"Production of dramas, variety shows and documentaries (including production of television programme)",5911
59114,5,Animation production,5911
59119,5,"Movie, video, television and other programme production activities n.e.c.",5911
59120,5,"Movie, video, television and other programme post-production activities (including remastering)",5912
59131,5,Movie distribution,5913
59132,5,"Distribution of television programmes (e.g. dramas, variety shows and documentaries)",5913
59139,5,"Movie, video, television and other programme distribution activities n.e.c.",5913
59140,5,Movie projection activities (including cinemas),5914
59201,5,Sound recording production,5920
59202,5,Music publishing and distribution activities,5920
60100,5,Radio programme production and broadcasting,6010
60200,5,"Television programming and broadcasting (including cable, satellite, terrestrial television, internet and mobile)",6020
61011,5,"Wired telecommunications network operation (including fixed-line, fibre optics, local/international PSTN and leased circuits)",6110
61012,5,Mobile cellular and other wireless telecommunications network operation,6120
61013,5,Satellite telecommunications network operation,6130
61091,5,Telecommunications resellers/third party telecommunications providers (including value-added network operators),6110
61091,5,Telecommunications resellers/third party telecommunications providers (including value-added network operators),6120
61091,5,Telecommunications resellers/third party telecommunications providers (including value-added network operators),6130
61092,5,"Internet access providers, include ISPs",6110
61092,5,"Internet access providers, include ISPs",6120
61092,5,"Internet access providers, include ISPs",6130
61099,5,Other telecommunications activities n.e.c. (e.g. provision of VoIP (Voice over Internet Protocol services)),6190
62011,5,Development of software and applications (except games and cybersecurity),6201
62012,5,Development of computer games,6201
62013,5,Development of software for cybersecurity,6201
62021,5,Information technology consultancy (except cybersecurity),6202
62022,5,Information technology cybersecurity consultancy,6202
62023,5,Computer facilities management activities,6202
62090,5,Other information technology and computer service activities (e.g. disaster recovery services),6209
63111,5,Data centres,6311
63112,5,Hosting services by non-data centres,6311
63119,5,"Data analytics, processing and related activities n.e.c.",6311
63120,5,Internet search engines,6312
63201,5,Online marketplaces for goods (including food),4610
63201,5,Online marketplaces for goods (including food),4791
63201,5,Online marketplaces for goods (including food),4799
63201,5,Online marketplaces for goods (including food),5819
63202,5,Online marketplaces for health services,5819
63202,5,Online marketplaces for health services,8690
63203,5,Online marketplaces for education services,5819
63203,5,Online marketplaces for education services,8550
63204,5,Online marketplaces for travel services,5819
63204,5,Online marketplaces for travel services,7911
63204,5,Online marketplaces for travel services,7912
63204,5,Online marketplaces for travel services,7990
63205,5,Online marketplaces for real estate services,5819
63205,5,Online marketplaces for real estate services,6820
63209,5,Online marketplaces for services n.e.c.,4390
63209,5,Online marketplaces for services n.e.c.,5819
63209,5,Online marketplaces for services n.e.c.,6910
63209,5,Online marketplaces for services n.e.c.,6920
63209,5,Online marketplaces for services n.e.c.,7710
63209,5,Online marketplaces for services n.e.c.,7729
63209,5,Online marketplaces for services n.e.c.,7730
63209,5,Online marketplaces for services n.e.c.,7810
63209,5,Online marketplaces for services n.e.c.,7820
63209,5,Online marketplaces for services n.e.c.,8121
63209,5,Online marketplaces for services n.e.c.,8129
63209,5,Online marketplaces for services n.e.c.,9529
63209,5,Online marketplaces for services n.e.c.,9609
63901,5,News agency activities,6391
63909,5,Other information service activities n.e.c.,6399
64110,5,Central bank,6411
64120,5,Full banks,6419
64130,5,Wholesale banks,6419
64140,5,Merchant banks,6419
64150,5,Finance companies (with deposit taking functions),6419
64190,5,Other monetary intermediation,6419
64201,5,Bank/Financial holding companies (including insurance holding company),6420
64202,5,Other holding companies,6420
64300,5,"Trusts, funds and similar financial entities (e.g. collective portfolio investment funds (excluding those with rental income))",6430
64910,5,Financial leasing companies,6491
64921,5,Thrift and loan societies and credit associations,6492
64922,5,Credit card services,6492
64923,5,Mutual benefits organisations,6492
64924,5,Money-lending,6492
64925,5,Pawnbrokerage,6492
64929,5,Other credit agencies n.e.c. (e.g. motor finance),6492
64991,5,Factoring companies,6499
64992,5,Representative offices of foreign banks,6499
64993,5,Remittance services,6499
64994,5,Treasury centres,6499
64999,5,"Other financial service activities, except insurance and pension funding activities n.e.c.",6499
65110,5,Life insurance,6511
65121,5,Marine insurance,6512
65122,5,Captive insurance,6512
65123,5,"Import, export and credit insurance",6512
65124,5,"General insurance (except marine and import, export & credit insurance)",6512
65201,5,Life reinsurance,6520
65202,5,General reinsurance,6520
65301,5,Provident funding,6530
65302,5,Pension funding,6530
66110,5,Securities and commodities exchange,6611
66121,5,"Stock, share and bond brokers and dealers",6612
66122,5,Foreign exchange brokers and dealers,6612
66123,5,Gold bullion brokers and dealers,6612
66124,5,Commodity (excluding gold) and futures brokers and dealers,6612
66125,5,Carbon credit brokers/traders,6612
66126,5,Money-changing services,6612
66129,5,Security dealings and commodity contracts brokerage activities n.e.c.,6612
66191,5,"Trustee, fiduciary and custody services firms (including nominee companies, trustees and REIT trustees)",6619
66192,5,Corporate finance advisory services,6619
66193,5,Clearing and settlement of financial instruments,6619
66194,5,Activities auxiliary to fund management activities (e.g. independent fund administration firms),6619
66195,5,Transaction/Payment processing services,6619
66199,5,Other activities auxiliary to financial service activities n.e.c. (e.g. mortgage advisory firms),6619
66210,5,"Risk and damage evaluation (e.g. loss adjusting, claims adjusting)",6621
66221,5,Insurance agencies and agents (including financial planning services),6622
66222,5,Insurance brokers,6622
66291,5,Representative offices of foreign insurers and professional reinsurers,6629
66292,5,Captive managers,6629
66299,5,Other activities auxiliary to insurance and pension funding n.e.c. (e.g. activities of actuaries),6629
66301,5,Traditional/Long-only asset/Portfolio management,6630
66302,5,Hedge fund management,6630
66303,5,Property fund management (including REIT management and direct property fund management),6630
66304,5,Private equity firms,6630
66305,5,Venture capital activities,6630
66306,5,Single/Multiple family offices activities (e.g. managing investments and trusts for a single or multiple families),6630
66307,5,Private debt funds,6630
66309,5,Fund management activities n.e.c.,6630
68101,5,Real estate developers,4100
68101,5,Real estate developers,6810
68102,5,Operating of serviced apartments,6810
68103,5,"Letting of self-owned or leased real estate property except food courts, coffee shops and canteens (e.g. office/exhibition space, shopping mall, self-storage facilities)",6810
68104,5,"Letting and operating of self-owned or leased food courts, coffee shops and canteens (with mainly rental income)",6810
68105,5,Collective portfolio investment funds with rental income,6810
68106,5,Management of self-owned strata titled property (i.e. Management Corporation Strata Title),6810
68201,5,Real estate agencies and valuation services,6820
68202,5,Town councils,6820
68203,5,"Residential (other than town councils), commercial and industrial real estate management",6820
68203,5,"Residential (other than town councils), commercial and industrial real estate management",8110
68209,5,Real estate activities on a fee or commission basis n.e.c. (excluding online marketplaces),6820
69101,5,Legal activities (excluding online marketplaces),6910
69102,5,Arbitration and mediation services (excluding online marketplaces),6910
69201,5,Accounting and auditing services (excluding online marketplaces),6920
69202,5,Book-keeping services (excluding online marketplaces),6920
70101,5,Activities of head and regional head offices; Centralised administrative offices and subsidiary management offices,7010
70102,5,Business representative offices,7010
70201,5,Management consultancy services,7020
70202,5,Management consultancy services for healthcare organisations,7020
70203,5,Management consultancy services for hotels,7020
70204,5,Human resource consultancy services,7020
70205,5,"Public relations, marketing and brand consultancy services",7020
70206,5,"Port, shipping and maritime-related consultancy services",7020
70209,5,Management consultancy services n.e.c.,7020
71111,5,Architectural services,7110
71112,5,Landscape design and landscape architecture,7110
71113,5,Quantity surveying services,7110
71114,5,Land surveying services,7110
71119,5,"Other surveying services n.e.c. (e.g. geophysical, geologic, seismic, hydrographic surveying services)",7110
71121,5,General building engineering design and consultancy services,7110
71122,5,Process and industrial plant engineering design and consultancy services,7110
71123,5,Engineering design and consultancy services in energy management and clean energy systems,7110
71124,5,Environmental engineering design and consultancy services (except clean energy),7110
71125,5,Infrastructure engineering design and consultancy services,7110
71126,5,"Engineering design and consultancy services supporting mining, oil and gas extraction and offshore exploration activities",7110
71129,5,Engineering design and consultancy activities n.e.c.,7110
71200,5,Technical testing and analysis services (including certification of products and services),7120
72101,5,Research and experimental development on biotechnology (excluding medical science),7210
72102,5,Research and experimental development on electronics (excluding medical science),7210
72103,5,Research and experimental development on chemicals (excluding medical science),7210
72104,5,Research and experimental development on engineering,7210
72105,5,Research and experimental development on environment and clean technologies (excluding biotechnology),7210
72106,5,Research and experimental development on medical science,7210
72109,5,Research and experimental development on natural sciences n.e.c.,7210
72200,5,Research and experimental development on social sciences and humanities,7220
73100,5,Advertising activities,7310
73200,5,Market research and public opinion polling,7320
74111,5,Electronics-related industrial design services,7410
74112,5,Transport-related industrial design services,7410
74113,5,Furniture design services,7410
74119,5,Industrial design activities n.e.c.,7410
74191,5,Interior design services,7410
74192,5,Art and graphic design services,7410
74193,5,Fashion (including accessories) design services,7410
74194,5,Exhibition stand design services,7410
74199,5,Other specialised design activities n.e.c.,7410
74200,5,Photographic activities,7420
74901,5,Translation services,7490
74902,5,Brokerage and consultancy services of intellectual property assets,7490
74903,5,Agrotechnology consultancy services,7490
74904,5,Carbon consultancy services,7490
74905,5,"Agents for artistes, athletes, models and other performers",7490
74909,5,"Other professional, scientific and technical activities n.e.c.",7490
75000,5,Veterinary activities,7500
77101,5,Renting and leasing of private cars without driver (excluding online marketplaces),7710
77102,5,Renting and leasing of bicycles and inline/roller skates,7721
77109,5,Renting and leasing of land transport equipment (except cars) without driver n.e.c. (excluding online marketplaces),7710
77210,5,Renting and leasing of recreational and sports goods,7721
77220,5,Renting of VCDs and DVDs,7722
77291,5,"Renting and leasing of furniture, utensils and electronic equipment for household use",7729
77292,5,Renting of attire (e.g. costumes),7729
77299,5,Renting and leasing of other personal and household goods n.e.c. (excluding online marketplaces),7729
77310,5,Renting of water transport equipment without operator (e.g. commercial boats and ships without operator),7730
77320,5,Renting of air transport equipment without operator (e.g. airplanes without operator),7730
77330,5,Renting of construction and civil engineering machinery and equipment,7730
77341,5,Renting of computers and peripheral equipment,7730
77342,5,Renting of office machinery and equipment,7730
77391,5,Renting and leasing of professional radio and television sets and sound reproducing and recording equipment,7730
77392,5,Renting of industrial machinery and equipment,7730
77399,5,"Renting of other machinery, equipment and tangible goods n.e.c. (excluding online marketplaces)",7730
77400,5,"Leasing of non-financial intangible assets (e.g. patents, trade marks, brand names etc)",7740
78101,5,IT manpower contracting services,7810
78101,5,IT manpower contracting services,7820
78102,5,Manpower contracting services (excluding IT manpower),7810
78102,5,Manpower contracting services (excluding IT manpower),7820
78103,5,Domestic worker employment placement agencies (excluding online marketplaces),7810
78103,5,Domestic worker employment placement agencies (excluding online marketplaces),7820
78104,5,Employment agencies (excluding domestic worker employment placement agencies and online marketplaces),7810
78300,5,Management of human resource functions,7830
79101,5,Travel agencies and tour operators (mainly inbound),7911
79101,5,Travel agencies and tour operators (mainly inbound),7912
79102,5,Travel agencies and tour operators (mainly outbound),7911
79102,5,Travel agencies and tour operators (mainly outbound),7912
79200,5,Timesharing service activities,7990
80100,5,Private security activities,8010
80100,5,Private security activities,8020
80200,5,Detective and investigation activities,8030
81211,5,"General cleaning services (including cleaning of public areas, offices and factories) except household cleaning and online marketplaces",8121
81211,5,"General cleaning services (including cleaning of public areas, offices and factories) except household cleaning and online marketplaces",8129
81212,5,Domestic/Household cleaning services (excluding online marketplaces),8121
81291,5,Pest control services not in connection with agriculture,8129
81292,5,"Cleaning of swimming pools, spas and fountains",8129
81299,5,Other cleaning services n.e.c. (excluding online marketplaces),8129
81300,5,"Landscape planting, care and maintenance service activities (e.g. garden installation and maintenance, grass cutting, tree felling, pruning)",8130
82110,5,Office administrative services on a fee or contract basis (e.g. billing and record keeping),8211
82191,5,Stenographic and secretarial services,8219
82192,5,Duplicating and photo-copying services,8219
82199,5,Other specialised office support activities n.e.c.,8219
82200,5,Call centres,8220
82301,5,Exhibition organisers,8230
82302,5,Convention/Conference organisers,8230
82303,5,Event/Concert organisers,8230
82304,5,Exhibition stand contractors,8230
82911,5,Debt collection services,8291
82912,5,Credit rating agencies,8291
82920,5,Packaging activities,8292
82991,5,Activities of auction houses,4510
82991,5,Activities of auction houses,4774
82991,5,Activities of auction houses,4791
82991,5,Activities of auction houses,4799
82991,5,Activities of auction houses,8299
82999,5,Other business support service activities (e.g. administration of loyalty programmes),8299
84110,5,"Executive, legislative and other general public administration (e.g. Istana, parliament, tax authority)",8411
84120,5,Public administration of economic and social programmes,8412
84120,5,Public administration of economic and social programmes,8413
84210,5,Foreign affairs,8421
84221,5,Armed forces,8422
84229,5,Defence activities n.e.c.,8422
84231,5,Judiciary and related services,8423
84232,5,Police,8423
84233,5,Prisons,8423
84234,5,"Other places of detention, correction and rehabilitation",8423
84235,5,Civil defence,8423
84239,5,Public order and safety activities n.e.c.,8423
85101,5,Nurseries and kindergartens,8510
85102,5,Primary schools,8510
85211,5,Secondary schools including combined primary and secondary schools,8521
85212,5,Junior colleges and centralised pre-university institutes (post-secondary non-tertiary) including combined secondary schools and post-secondary non-tertiary schools,8530
85213,5,Commercial schools offering general secondary and post-secondary non-tertiary education programmes,8521
85213,5,Commercial schools offering general secondary and post-secondary non-tertiary education programmes,8530
85220,5,Technical and vocational secondary and post-secondary non-tertiary education,8522
85230,5,International and foreign system schools,8510
85230,5,International and foreign system schools,8521
85230,5,International and foreign system schools,8530
85240,5,Schools for special needs,8510
85240,5,Schools for special needs,8521
85240,5,Schools for special needs,8530
85250,5,Specialised education schools,8521
85250,5,Specialised education schools,8530
85301,5,Polytechnics,8530
85302,5,Universities,8530
85303,5,Teachers' training institute,8530
85304,5,Commercial schools offering higher education programmes,8530
85401,5,"Training courses for construction, real estate, security and investigation services, cleaning, landscaping, waste management and pest management",8549
85402,5,"Training courses for healthcare, education, community and social services",8549
85403,5,"Training courses for food and beverage, retail and accommodation, tour operators, travel agencies & travel-related reservation services",8549
85404,5,Training courses for manufacturing,8549
85405,5,"Training courses for information and communications, finance and professional services",8549
85406,5,"Training courses for wholesale trade, logistics and transport",8549
85407,5,Training courses for sports and games,8541
85408,5,"Training courses for music, dancing, art, speech and drama",8542
85409,5,Training courses n.e.c.,8549
85501,5,Student recruitment agencies,8550
85502,5,Examination and accreditation agencies for education services,8550
85509,5,Educational support services n.e.c. (excluding online marketplaces),8550
86101,5,Acute hospitals,8610
86102,5,Community hospitals,8610
86109,5,Other hospitals n.e.c. (e.g. psychiatric hospital),8610
86201,5,Clinics and other general medical services (Western),8620
86202,5,Clinics and other general medical services (Non-Western),8620
86203,5,Specialised medical services (including day surgical centres),8620
86204,5,Dental services,8620
86901,5,Medical laboratories (e.g. blood analysis laboratories),8690
86902,5,Medical diagnostic imaging centres (e.g. X-ray services),8690
86903,5,Ambulance and medical evacuation services,8690
86904,5,Home healthcare services,8690
86905,5,Dialysis services,8690
86909,5,Other health services n.e.c. (excluding online marketplaces),8690
87010,5,Nursing and personal care facilities (including nursing homes and hospices),8710
87021,5,Residential care services for the elderly (e.g. home for the aged),8730
87022,5,"Residential care services for children (e.g. childrenâ€™s homes, orphanages)",8790
87029,5,Other residential care services n.e.c.,8720
87029,5,Other residential care services n.e.c.,8790
88101,5,"Social services for the elderly (e.g. befriender services, meal services, drop-in centres)",8810
88102,5,Social services for persons with disabilities (e.g. day activity centres for people with disabilities),8810
88911,5,Child care services for pre-school children (including infant care services),8890
88912,5,"Child/Student care services for school-going children (e.g. before and after-school care centres, student care centres)",8890
88913,5,"Social services for children and youths (e.g. youth outreach services, adoption services)",8890
88919,5,"Social services without accommodation for children, youth and families n.e.c.",8890
88920,5,Community development councils and grassroots organisations,8890
88991,5,Job training and vocational rehabilitation services,8890
88992,5,Charitable and other supporting activities aimed at humanitarian work,8890
88999,5,Other social services without accommodation n.e.c.,8890
90001,5,Production of live stage presentations,9000
90002,5,Performing arts venue operation,9000
90003,5,"Orchestras, musical bands, choirs and dance groups",9000
90009,5,"Dramatic arts, music and other arts production-related activities n.e.c. (e.g. stage, lighting and sound services)",9000
91010,5,Libraries and archives activities,9101
91021,5,Museums,9102
91029,5,"Preservation of historical sites, buildings, artefacts and paintings, cultural villages and other related activities n.e.c.",9000
91029,5,"Preservation of historical sites, buildings, artefacts and paintings, cultural villages and other related activities n.e.c.",9102
91030,5,Botanical and zoological gardens and nature reserves activities,9103
92001,5,Horse-racing and other betting activities,9200
92002,5,Casinos,9200
93111,5,Fitness centres and gymnasiums,9311
93119,5,"Operation of sports facilities n.e.c. (e.g. bowling alleys, tennis centres, billiard halls, football stadium)",9311
93120,5,Activities of sports clubs/associations and related activities,9312
93120,5,Activities of sports clubs/associations and related activities,9319
93201,5,Amusement theme parks,9321
93202,5,"Game arcade, online game aggregator, LAN game operators and gaming centres",9329
93203,5,"Night clubs, discotheques, dance clubs and karaoke lounges",9329
93204,5,Recreation clubs (including country clubs),9329
93209,5,Other amusement and recreation activities n.e.c. (including recreation parks/beaches and recreational fishing),9329
94110,5,Activities of business and employers' membership organisations,9411
94120,5,"Activities of professional membership organisations (e.g. medical associations, law societies, accountancy bodies)",9412
94200,5,Activities of trade unions,9420
94911,5,Churches,9491
94912,5,Mosques,9491
94913,5,Buddhist/Taoist temples,9491
94914,5,Hindu/Sikh temples,9491
94919,5,Activities of religious organisations n.e.c.,9491
94920,5,Activities of political organisations,9492
94991,5,"Philanthropic trusts, foundations and related activities",9499
94992,5,"Ethnic associations (including clan associations, huay kuans)",9499
94993,5,"Associations for hobbies, recreational, cultural and extra-curricular activities (e.g. scouts/girl guides association, book clubs and photo, music, art and craft clubs)",9499
94994,5,"Student/Alumni bodies and related associations (e.g. parent-teacher associations, old boys' associations)",9499
94995,5,Organisations for the protection of the environment and animals,9499
94999,5,Activities of other membership organisations n.e.c.,9499
95110,5,"Repair and maintenance of computer hardware, data processing equipment and computer peripherals",9511
95120,5,Repair of communications equipment (e.g. mobile phones and fax machines),9512
95210,5,"Repair of audio and video equipment (e.g. television sets, speakers and DVD players)",9521
95220,5,"Repair of domestic electrical/electronic appliances except audio and video equipment (e.g. refrigerators, washing machines and room air-conditioners)",9522
95230,5,Repair of footwear and leather goods,9523
95240,5,"Repair and restoration of cabinets, furniture, upholstery, window shades and other fixtures",9524
95291,5,Repair of bicycles and tricycles,9529
95292,5,Repair of watches and clocks,9529
95293,5,Repair of jewellery,9529
95299,5,Repair of other personal and household goods n.e.c. (excluding online marketplaces),9529
95301,5,Repair and maintenance of motor vehicles (including installation of parts & accessories),4520
95301,5,Repair and maintenance of motor vehicles (including installation of parts & accessories),4540
95302,5,Car washing and related services,4520
95302,5,Car washing and related services,4540
95303,5,Vehicle inspection and valuation services,4520
95303,5,Vehicle inspection and valuation services,4540
96011,5,Laundry and dry cleaning services except self-operated laundries,9601
96012,5,Self-operated laundries,9601
96021,5,Hairdressing salons/shops (including barber shops),9602
96022,5,"Beauty salons and spas (including slimming, skin care and hair care centres)",9609
96023,5,Manicure and pedicure services,9609
96024,5,Massage parlours and foot reflexology,9609
96029,5,Beauty and other personal care services n.e.c. (excluding online marketplaces),9609
96030,5,"Funeral and related activities (including embalming, cremating and cemetery services, upkeep of cemeteries)",9603
96040,5,Wedding and related activities (including bridal studios and wedding planners),9609
96091,5,"Friendship, match-making and dating services",9609
96092,5,Social escort services,9609
96093,5,"Astrology, palmistry and other fortune telling services",9609
96094,5,Training of pets and animals,9609
96095,5,Care services for pets and animals,9609
96099,5,Other personal service activities n.e.c. (excluding online marketplaces),9609
97001,5,Activities of households as employers of domestic workers,9700
97002,5,Activities of households as employers of other domestic personnel (e.g. housekeepers),9700
99010,5,Foreign embassies and trade representative offices,9900
99020,5,Foreign armed forces,9900
99090,5,Other extra-territorial organisations and bodies,9900
-,1,-,170
-,1,-,8430
-,1,-,9810
-,1,-,9820
